file,site,day.train.set,detection,detection.int
audiomoth1_20211212_050000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_050100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_050200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_050300.WAV,Malazamasina,1,y,1
audiomoth1_20211212_050400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_050500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_050600.WAV,Malazamasina,1,y,1
audiomoth1_20211212_050700.WAV,Malazamasina,1,y,1
audiomoth1_20211212_050800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_050900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_051000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_051100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_051200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_051300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_051400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_051500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_051600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_051700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_051800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_051900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_052000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_052100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_052200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_052300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_052400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_052500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_052600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_052700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_052800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_052900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_053000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_053100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_053200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_053300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_053400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_053500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_053600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_053700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_053800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_053900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_054000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_054100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_054200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_054300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_054400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_054500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_054600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_054700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_054800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_054900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_055000.WAV,Malazamasina,1,y,1
audiomoth1_20211212_055100.WAV,Malazamasina,1,y,1
audiomoth1_20211212_055200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_055300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_055400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_055500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_055600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_055700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_055800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_055900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_060000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_060100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_060200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_060300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_060400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_060500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_060600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_060700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_060800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_060900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_061000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_061100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_061200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_061300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_061400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_061500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_061600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_061700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_061800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_061900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_062000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_062100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_062200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_062300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_062400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_062500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_062600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_062700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_062800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_062900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_063000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_063100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_063200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_063300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_063400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_063500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_063600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_063700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_063800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_063900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_064000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_064100.WAV,Malazamasina,1,y,1
audiomoth1_20211212_064200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_064300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_064400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_064500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_064600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_064700.WAV,Malazamasina,1,y,1
audiomoth1_20211212_064800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_064900.WAV,Malazamasina,1,y,1
audiomoth1_20211212_065000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_065100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_065200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_065300.WAV,Malazamasina,1,y,1
audiomoth1_20211212_065400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_065500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_065600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_065700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_065800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_065900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_110000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_110100.WAV,Malazamasina,1,y,1
audiomoth1_20211212_110200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_110300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_110400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_110500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_110600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_110700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_110800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_110900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_111000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_111100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_111200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_111300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_111400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_111500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_111600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_111700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_111800.WAV,Malazamasina,1,y,1
audiomoth1_20211212_111900.WAV,Malazamasina,1,y,1
audiomoth1_20211212_112000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_112100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_112200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_112300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_112400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_112500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_112600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_112700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_112800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_112900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_113000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_113100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_113200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_113300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_113400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_113500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_113600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_113700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_113800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_113900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_114000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_114100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_114200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_114300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_114400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_114500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_114600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_114700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_114800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_114900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_115000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_115100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_115200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_115300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_115400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_115500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_115600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_115700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_115800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_115900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_120000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_120100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_120200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_120300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_120400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_120500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_120600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_120700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_120800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_120900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_121000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_121100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_121200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_121300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_121400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_121500.WAV,Malazamasina,1,y,1
audiomoth1_20211212_121600.WAV,Malazamasina,1,y,1
audiomoth1_20211212_121700.WAV,Malazamasina,1,y,1
audiomoth1_20211212_121800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_121900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_122000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_122100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_122200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_122300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_122400.WAV,Malazamasina,1,y,1
audiomoth1_20211212_122500.WAV,Malazamasina,1,y,1
audiomoth1_20211212_122600.WAV,Malazamasina,1,y,1
audiomoth1_20211212_122700.WAV,Malazamasina,1,y,1
audiomoth1_20211212_122800.WAV,Malazamasina,1,y,1
audiomoth1_20211212_122900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_123000.WAV,Malazamasina,1,y,1
audiomoth1_20211212_123100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_123200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_123300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_123400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_123500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_123600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_123700.WAV,Malazamasina,1,y,1
audiomoth1_20211212_123800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_123900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_124000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_124100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_124200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_124300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_124400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_124500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_124600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_124700.WAV,Malazamasina,1,y,1
audiomoth1_20211212_124800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_124900.WAV,Malazamasina,1,n,0
audiomoth1_20211212_125000.WAV,Malazamasina,1,n,0
audiomoth1_20211212_125100.WAV,Malazamasina,1,n,0
audiomoth1_20211212_125200.WAV,Malazamasina,1,n,0
audiomoth1_20211212_125300.WAV,Malazamasina,1,n,0
audiomoth1_20211212_125400.WAV,Malazamasina,1,n,0
audiomoth1_20211212_125500.WAV,Malazamasina,1,n,0
audiomoth1_20211212_125600.WAV,Malazamasina,1,n,0
audiomoth1_20211212_125700.WAV,Malazamasina,1,n,0
audiomoth1_20211212_125800.WAV,Malazamasina,1,n,0
audiomoth1_20211212_125900.WAV,Malazamasina,1,n,0
audiomoth1_20211218_150000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_150100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_150200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_150300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_150400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_150500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_150600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_150700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_150800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_150900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_151000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_151100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_151200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_151300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_151400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_151500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_151600.WAV,Malazamasina,2,y,1
audiomoth1_20211218_151700.WAV,Malazamasina,2,y,1
audiomoth1_20211218_151800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_151900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_152000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_152100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_152200.WAV,Malazamasina,2,n,0
audiomoth1_20211218_152300.WAV,Malazamasina,2,n,0
audiomoth1_20211218_152400.WAV,Malazamasina,2,n,0
audiomoth1_20211218_152500.WAV,Malazamasina,2,n,0
audiomoth1_20211218_152600.WAV,Malazamasina,2,n,0
audiomoth1_20211218_152700.WAV,Malazamasina,2,n,0
audiomoth1_20211218_152800.WAV,Malazamasina,2,n,0
audiomoth1_20211218_152900.WAV,Malazamasina,2,n,0
audiomoth1_20211218_153000.WAV,Malazamasina,2,n,0
audiomoth1_20211218_153100.WAV,Malazamasina,2,n,0
audiomoth1_20211218_153200.WAV,Malazamasina,2,n,0
