filename,0,1
temp_clips/audiomoth1_20211212_050300_0.0s_10.0s.wav,0,1
temp_clips/audiomoth1_20211212_050300_10.0s_20.0s.wav,0,1
temp_clips/audiomoth1_20211212_050300_20.0s_30.0s.wav,0,1
temp_clips/audiomoth1_20211212_050300_30.0s_40.0s.wav,0,1
temp_clips/audiomoth1_20211212_050600_30.0s_40.0s.wav,0,1
temp_clips/audiomoth1_20211212_050600_40.0s_50.0s.wav,0,1
temp_clips/audiomoth1_20211212_050700_0.0s_10.0s.wav,0,1
temp_clips/audiomoth1_20211212_050700_40.0s_50.0s.wav,0,1
temp_clips/audiomoth1_20211212_055000_20.0s_30.0s.wav,0,1
temp_clips/audiomoth1_20211212_055000_30.0s_40.0s.wav,0,1
temp_clips/audiomoth1_20211212_055000_40.0s_50.0s.wav,0,1
temp_clips/audiomoth1_20211212_055100_0.0s_10.0s.wav,0,1
temp_clips/audiomoth1_20211212_064100_0.0s_10.0s.wav,0,1
temp_clips/audiomoth1_20211212_064700_0.0s_10.0s.wav,0,1
temp_clips/audiomoth1_20211212_064700_10.0s_20.0s.wav,0,1
temp_clips/audiomoth1_20211212_064700_20.0s_30.0s.wav,0,1
temp_clips/audiomoth1_20211212_064900_40.0s_50.0s.wav,0,1
temp_clips/audiomoth1_20211212_065300_20.0s_30.0s.wav,0,1
temp_clips/audiomoth1_20211212_110100_30.0s_40.0s.wav,0,1
temp_clips/audiomoth1_20211212_110100_40.0s_50.0s.wav,0,1
temp_clips/audiomoth1_20211212_111800_0.0s_10.0s.wav,0,1
temp_clips/audiomoth1_20211212_111800_10.0s_20.0s.wav,0,1
temp_clips/audiomoth1_20211212_111800_20.0s_30.0s.wav,0,1
temp_clips/audiomoth1_20211212_111800_30.0s_40.0s.wav,0,1
temp_clips/audiomoth1_20211212_111800_40.0s_50.0s.wav,0,1
temp_clips/audiomoth1_20211212_111900_0.0s_10.0s.wav,0,1
temp_clips/audiomoth1_20211212_111900_10.0s_20.0s.wav,0,1
temp_clips/audiomoth1_20211212_121500_20.0s_30.0s.wav,0,1
temp_clips/audiomoth1_20211212_121500_30.0s_40.0s.wav,0,1
temp_clips/audiomoth1_20211212_121600_0.0s_10.0s.wav,0,1
temp_clips/audiomoth1_20211212_121600_40.0s_50.0s.wav,0,1
temp_clips/audiomoth1_20211212_121700_0.0s_10.0s.wav,0,1
temp_clips/audiomoth1_20211212_121700_20.0s_30.0s.wav,0,1
temp_clips/audiomoth1_20211212_121700_30.0s_40.0s.wav,0,1
temp_clips/audiomoth1_20211212_121700_40.0s_50.0s.wav,0,1
temp_clips/audiomoth1_20211212_122400_10.0s_20.0s.wav,0,1
temp_clips/audiomoth1_20211212_122400_20.0s_30.0s.wav,0,1
temp_clips/audiomoth1_20211212_122400_30.0s_40.0s.wav,0,1
temp_clips/audiomoth1_20211212_122400_40.0s_50.0s.wav,0,1
temp_clips/audiomoth1_20211212_122500_30.0s_40.0s.wav,0,1
temp_clips/audiomoth1_20211212_122500_40.0s_50.0s.wav,0,1
temp_clips/audiomoth1_20211212_122600_0.0s_10.0s.wav,0,1
temp_clips/audiomoth1_20211212_122600_10.0s_20.0s.wav,0,1
temp_clips/audiomoth1_20211212_122600_20.0s_30.0s.wav,0,1
temp_clips/audiomoth1_20211212_122600_30.0s_40.0s.wav,0,1
temp_clips/audiomoth1_20211212_122700_30.0s_40.0s.wav,0,1
temp_clips/audiomoth1_20211212_122800_0.0s_10.0s.wav,0,1
temp_clips/audiomoth1_20211212_122800_20.0s_30.0s.wav,0,1
temp_clips/audiomoth1_20211212_122800_40.0s_50.0s.wav,0,1
temp_clips/audiomoth1_20211212_123000_20.0s_30.0s.wav,0,1
temp_clips/audiomoth1_20211212_123000_30.0s_40.0s.wav,0,1
temp_clips/audiomoth1_20211212_123700_10.0s_20.0s.wav,0,1
temp_clips/audiomoth1_20211212_123700_20.0s_30.0s.wav,0,1
temp_clips/audiomoth1_20211212_123700_30.0s_40.0s.wav,0,1
temp_clips/audiomoth1_20211212_123700_40.0s_50.0s.wav,0,1
temp_clips/audiomoth1_20211212_124700_30.0s_40.0s.wav,0,1
temp_clips/audiomoth1_20211212_124700_40.0s_50.0s.wav,0,1
temp_clips/audiomoth10_20220304_174700_30.0s_40.0s.wav,0,1
temp_clips/audiomoth10_20220304_174700_40.0s_50.0s.wav,0,1
temp_clips/audiomoth10_20220304_174800_0.0s_10.0s.wav,0,1
temp_clips/audiomoth10_20220304_174800_30.0s_40.0s.wav,0,1
temp_clips/audiomoth10_20220304_175000_40.0s_50.0s.wav,0,1
temp_clips/audiomoth10_20220304_175100_0.0s_10.0s.wav,0,1
temp_clips/Audiomoth11_20220319_190200_40.0s_50.0s.wav,0,1
temp_clips/audiomoth12_20220221_060500_40.0s_50.0s.wav,0,1
temp_clips/audiomoth12_20220221_060600_0.0s_10.0s.wav,0,1
temp_clips/audiomoth2_20211217_061200_0.0s_10.0s.wav,0,1
